Datas,Creuse
2021/06/02,5.0
2021/06/03,3.0
2021/06/04,5.0
2021/06/05,1.0
2021/06/06,0.0
2021/06/07,6.0
2021/06/08,3.0
2021/06/09,4.0
2021/06/10,1.0
2021/06/11,1.0
2021/06/12,0.0
2021/06/13,0.0
2021/06/14,0.0
2021/06/15,0.0
2021/06/16,1.0
2021/06/17,1.0
2021/06/18,1.0
2021/06/19,0.0
2021/06/20,0.0
2021/06/21,0.0
2021/06/22,0.0
2021/06/23,0.0
2021/06/24,0.0
2021/06/25,0.0
2021/06/26,0.0
2021/06/27,0.0
2021/06/28,2.0
2021/06/29,0.0
2021/06/30,0.0
2021/07/01,0.0
2021/07/02,1.0
2021/07/03,13.0
2021/07/04,0.0
2021/07/05,3.0
2021/07/06,0.0
2021/07/07,4.0
2021/07/08,5.0
2021/07/09,7.0
2021/07/10,3.0
2021/07/11,0.0
2021/07/12,2.0
2021/07/13,6.0
2021/07/14,1.0
2021/07/15,4.0
2021/07/16,6.0
2021/07/17,9.0
2021/07/18,2.0
2021/07/19,5.0
2021/07/20,6.0
2021/07/21,7.0
2021/07/22,7.0
2021/07/23,5.0
2021/07/24,6.0
2021/07/25,1.0
2021/07/26,9.0
2021/07/27,6.0
2021/07/28,12.0
2021/07/29,4.0
2021/07/30,6.0
2021/07/31,6.0
2021/08/01,0.0
2021/08/02,7.0
2021/08/03,5.0
2021/08/04,5.0
2021/08/05,12.0
2021/08/06,3.0
2021/08/07,11.0
2021/08/08,1.0
2021/08/09,12.0
2021/08/10,9.0
2021/08/11,13.0
2021/08/12,10.0
2021/08/13,12.0
2021/08/14,10.0
2021/08/15,2.0
2021/08/16,11.0
2021/08/17,10.0
2021/08/18,12.0
2021/08/19,7.0
2021/08/20,12.0
2021/08/21,5.0
2021/08/22,0.0
2021/08/23,10.0
2021/08/24,8.0
2021/08/25,6.0
2021/08/26,13.0
2021/08/27,6.0
2021/08/28,5.0
2021/08/29,0.0
2021/08/30,5.0
2021/08/31,9.0
2021/09/01,9.0
2021/09/02,4.0
2021/09/03,12.0
2021/09/04,9.0
2021/09/05,1.0
2021/09/06,12.0
2021/09/07,10.0
2021/09/08,7.0
2021/09/09,7.0
2021/09/10,6.0
2021/09/11,5.0
2021/09/12,0.0
2021/09/13,8.0
2021/09/14,8.0
2021/09/15,3.0
2021/09/16,2.0
2021/09/17,5.0
2021/09/18,3.0
2021/09/19,2.0
2021/09/20,4.0
2021/09/21,3.0
2021/09/22,4.0
2021/09/23,1.0
2021/09/24,6.0
2021/09/25,2.0
2021/09/26,0.0
2021/09/27,0.0
2021/09/28,3.0
2021/09/29,7.0
2021/09/30,3.0
2021/10/01,1.0
2021/10/02,0.0
2021/10/03,0.0
2021/10/04,5.0
2021/10/05,13.0
2021/10/06,5.0
2021/10/07,2.0
2021/10/08,8.0
2021/10/09,8.0
2021/10/10,1.0
2021/10/11,6.0
2021/10/12,7.0
2021/10/13,5.0
2021/10/14,3.0
2021/10/15,7.0
2021/10/16,3.0
2021/10/17,2.0
2021/10/18,3.0
2021/10/19,4.0
2021/10/20,6.0
2021/10/21,3.0
2021/10/22,8.0
2021/10/23,6.0
2021/10/24,0.0
2021/10/25,11.0
2021/10/26,25.0
2021/10/27,11.0
2021/10/28,22.0
2021/10/29,25.0
2021/10/30,20.0
2021/10/31,3.0
2021/11/01,5.0
2021/11/02,47.0
2021/11/03,19.0
2021/11/04,22.0
2021/11/05,20.0
2021/11/06,20.0
2021/11/07,2.0
2021/11/08,19.0
2021/11/09,29.0
2021/11/10,20.0
2021/11/11,8.0
2021/11/12,33.0
2021/11/13,30.0
2021/11/14,3.0
2021/11/15,35.0
2021/11/16,30.0
2021/11/17,32.0
2021/11/18,48.0
2021/11/19,41.0
2021/11/20,29.0
2021/11/21,4.0
2021/11/22,73.0
2021/11/23,61.0
2021/11/24,53.0
2021/11/25,81.0
2021/11/26,70.0
2021/11/27,45.0
2021/11/28,3.0
2021/11/29,92.0
2021/11/30,60.0
2021/12/01,80.0
2021/12/02,57.0
2021/12/03,63.0
2021/12/04,51.0
2021/12/05,2.0
2021/12/06,70.0
2021/12/07,71.0
2021/12/08,62.0
2021/12/09,41.0
2021/12/10,47.0
2021/12/11,28.0
2021/12/12,1.0
2021/12/13,50.0
2021/12/14,40.0
2021/12/15,47.0
2021/12/16,49.0
2021/12/17,38.0
2021/12/18,22.0
2021/12/19,3.0
2021/12/20,52.0
2021/12/21,50.0
2021/12/22,63.0
2021/12/23,62.0
2021/12/24,60.0
2021/12/25,8.0
2021/12/26,6.0
2021/12/27,194.0
2021/12/28,148.0
2021/12/29,208.0
2021/12/30,212.0
2021/12/31,263.0
2022/01/01,24.0
2022/01/02,51.0
2022/01/03,349.0
2022/01/04,394.0
2022/01/05,321.0
2022/01/06,286.0
2022/01/07,310.0
2022/01/08,219.0
2022/01/09,59.0
2022/01/10,459.0
2022/01/11,385.0
2022/01/12,390.0
2022/01/13,313.0
2022/01/14,353.0
2022/01/15,283.0
2022/01/16,79.0
2022/01/17,580.0
2022/01/18,484.0
2022/01/19,489.0
2022/01/20,420.0
2022/01/21,470.0
2022/01/22,375.0
2022/01/23,119.0
2022/01/24,824.0
2022/01/25,615.0
2022/01/26,566.0
2022/01/27,509.0
2022/01/28,492.0
2022/01/29,401.0
2022/01/30,154.0
2022/01/31,791.0
2022/02/01,565.0
2022/02/02,493.0
2022/02/03,440.0
2022/02/04,423.0
2022/02/05,330.0
2022/02/06,104.0
2022/02/07,660.0
2022/02/08,438.0
2022/02/09,361.0
2022/02/10,290.0
2022/02/11,294.0
2022/02/12,206.0
2022/02/13,77.0
2022/02/14,370.0
2022/02/15,292.0
2022/02/16,238.0
2022/02/17,233.0
2022/02/18,219.0
2022/02/19,186.0
2022/02/20,52.0
2022/02/21,317.0
2022/02/22,186.0
2022/02/23,161.0
2022/02/24,128.0
2022/02/25,118.0
2022/02/26,100.0
2022/02/27,28.0
2022/02/28,207.0
2022/03/01,114.0
2022/03/02,119.0
2022/03/03,116.0
2022/03/04,95.0
2022/03/05,84.0
2022/03/06,25.0
2022/03/07,212.0
2022/03/08,175.0
2022/03/09,155.0
2022/03/10,148.0
2022/03/11,148.0
2022/03/12,130.0
2022/03/13,40.0
2022/03/14,246.0
2022/03/15,171.0
2022/03/16,171.0
2022/03/17,184.0
2022/03/18,181.0
2022/03/19,168.0
2022/03/20,20.0
2022/03/21,387.0
2022/03/22,245.0
2022/03/23,247.0
2022/03/24,202.0
2022/03/25,193.0
2022/03/26,173.0
2022/03/27,21.0
2022/03/28,310.0
2022/03/29,217.0
2022/03/30,217.0
2022/03/31,209.0
2022/04/01,183.0
2022/04/02,129.0
2022/04/03,10.0
2022/04/04,301.0
2022/04/05,179.0
2022/04/06,210.0
2022/04/07,179.0
2022/04/08,204.0
2022/04/09,157.0
2022/04/10,17.0
2022/04/11,266.0
2022/04/12,162.0
2022/04/13,197.0
2022/04/14,197.0
2022/04/15,160.0
2022/04/16,128.0
2022/04/17,28.0
2022/04/18,25.0
2022/04/19,263.0
2022/04/20,147.0
2022/04/21,148.0
2022/04/22,152.0
2022/04/23,113.0
2022/04/24,18.0
2022/04/25,129.0
2022/04/26,96.0
2022/04/27,83.0
2022/04/28,58.0
2022/04/29,100.0
2022/04/30,55.0
2022/05/01,11.0
2022/05/02,122.0
2022/05/03,81.0
2022/05/04,51.0
2022/05/05,65.0
2022/05/06,44.0
2022/05/07,42.0
2022/05/08,8.0
2022/05/09,100.0
2022/05/10,61.0
2022/05/11,40.0
2022/05/12,28.0
2022/05/13,34.0
2022/05/14,27.0
2022/05/15,2.0
2022/05/16,44.0
2022/05/17,39.0
2022/05/18,22.0
2022/05/19,16.0
2022/05/20,26.0
2022/05/21,14.0
2022/05/22,3.0
2022/05/23,34.0
2022/05/24,31.0
2022/05/25,18.0
2022/05/26,3.0
2022/05/27,43.0
2022/05/28,21.0
2022/05/29,4.0
2022/05/30,51.0
2022/05/31,30.0
2022/06/01,34.0
2022/06/02,35.0
2022/06/03,36.0
2022/06/04,30.0
2022/06/05,6.0
2022/06/06,12.0
2022/06/07,82.0
2022/06/08,61.0
2022/06/09,46.0
2022/06/10,55.0
2022/06/11,32.0
2022/06/12,12.0
2022/06/13,84.0
2022/06/14,55.0
2022/06/15,52.0
2022/06/16,50.0
2022/06/17,77.0
2022/06/18,52.0
2022/06/19,9.0
2022/06/20,128.0
2022/06/21,97.0
2022/06/22,95.0
2022/06/23,124.0
2022/06/24,116.0
2022/06/25,87.0
2022/06/26,9.0
2022/06/27,188.0
2022/06/28,146.0
2022/06/29,205.0
2022/06/30,201.0
2022/07/01,155.0
2022/07/02,136.0
2022/07/03,19.0
2022/07/04,295.0
2022/07/05,236.0
2022/07/06,222.0
2022/07/07,205.0
2022/07/08,187.0
2022/07/09,122.0
2022/07/10,40.0
2022/07/11,274.0
2022/07/12,193.0
2022/07/13,180.0
2022/07/14,21.0
2022/07/15,218.0
2022/07/16,113.0
2022/07/17,12.0
2022/07/18,216.0
2022/07/19,129.0
2022/07/20,121.0
2022/07/21,111.0
2022/07/22,93.0
2022/07/23,87.0
2022/07/24,7.0
2022/07/25,158.0
2022/07/26,108.0
2022/07/27,82.0
2022/07/28,69.0
2022/07/29,58.0
2022/07/30,63.0
2022/07/31,8.0
2022/08/01,95.0
2022/08/02,47.0
2022/08/03,45.0
2022/08/04,42.0
2022/08/05,38.0
2022/08/06,43.0
2022/08/07,4.0
2022/08/08,43.0
2022/08/09,35.0
2022/08/10,42.0
2022/08/11,34.0
2022/08/12,26.0
2022/08/13,28.0
2022/08/14,9.0
2022/08/15,11.0
2022/08/16,52.0
2022/08/17,47.0
2022/08/18,25.0
2022/08/19,39.0
2022/08/20,28.0
2022/08/21,5.0
2022/08/22,49.0
2022/08/23,33.0
2022/08/24,39.0
2022/08/25,37.0
2022/08/26,29.0
2022/08/27,17.0
2022/08/28,7.0
2022/08/29,54.0
2022/08/30,40.0
2022/08/31,34.0
2022/09/01,43.0
2022/09/02,31.0
2022/09/03,26.0
2022/09/04,5.0
2022/09/05,61.0
2022/09/06,46.0
2022/09/07,52.0
2022/09/08,50.0
2022/09/09,46.0
2022/09/10,43.0
2022/09/11,7.0
2022/09/12,114.0
2022/09/13,75.0
2022/09/14,64.0
2022/09/15,67.0
2022/09/16,79.0
2022/09/17,58.0
2022/09/18,8.0
2022/09/19,126.0
2022/09/20,117.0
2022/09/21,94.0
2022/09/22,96.0
2022/09/23,71.0
2022/09/24,81.0
2022/09/25,16.0
2022/09/26,167.0
2022/09/27,129.0
2022/09/28,105.0
2022/09/29,78.0
2022/09/30,105.0
2022/10/01,72.0
2022/10/02,22.0
2022/10/03,197.0
2022/10/04,148.0
2022/10/05,0.0
2022/10/06,0.0
2022/10/07,0.0
